league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,nextSeason
ENG-Premier League,2012,Norwich City,John Ruddy,ENG,GK,25,1986,15,15,1341,14.9,21,1.41,72,51,70.8,5,5,4,6,40.0,,,,,,2013
ENG-Premier League,2012,Norwich City,Lee Camp,NIR,GK,27,1984,3,1,226,2.5,4,1.59,15,11,73.3,0,2,1,0,0.0,,,,,,2013
ENG-Premier League,2012,Norwich City,Mark Bunn,ENG,GK,27,1984,23,22,1853,20.6,33,1.60,89,56,62.9,5,7,9,4,18.2,,,,,,2013
ENG-Premier League,2012,QPR,Júlio César,BRA,GK,32,1979,24,24,2098,23.3,37,1.59,125,88,70.4,1,8,13,6,25.0,,,,,,2013
ENG-Premier League,2012,QPR,Robert Green,ENG,GK,32,1980,16,14,1322,14.7,23,1.57,67,44,65.7,3,5,8,1,7.1,,,,,,2013
ENG-Premier League,2012,Reading,Adam Federici,AUS,GK,27,1985,21,21,1890,21.0,40,1.90,118,78,66.1,5,4,12,3,14.3,,,,,,2013
ENG-Premier League,2012,Reading,Alex McCarthy,ENG,GK,22,1989,13,13,1170,13.0,23,1.77,95,72,75.8,1,6,6,2,15.4,,,,,,2013
ENG-Premier League,2012,Reading,Stuart Taylor,ENG,GK,31,1980,4,4,360,4.0,10,2.50,23,13,56.5,0,0,4,0,0.0,,,,,,2013
ENG-Premier League,2012,Southampton,Artur Boruc,POL,GK,32,1980,20,20,1755,19.5,28,1.44,70,42,60.0,4,8,7,5,25.0,,,,,,2013
ENG-Premier League,2012,Southampton,Kelvin Davis,ENG,GK,35,1976,10,9,855,9.5,20,2.11,49,29,59.2,2,3,5,1,11.1,,,,,,2013
ENG-Premier League,2012,Southampton,Paulo Gazzaniga,ARG,GK,20,1992,9,9,810,9.0,12,1.33,43,31,72.1,3,3,3,1,11.1,,,,,,2013
ENG-Premier League,2012,Stoke City,Asmir Begović,BIH,GK,25,1987,38,38,3420,38.0,45,1.18,154,109,70.8,9,15,14,12,31.6,,,,,,2013
ENG-Premier League,2012,Sunderland,Simon Mignolet,BEL,GK,24,1988,38,38,3420,38.0,54,1.42,200,146,73.0,9,12,17,11,28.9,,,,,,2013
ENG-Premier League,2012,Swansea City,Gerhard Tremmel,GER,GK,33,1978,14,12,1113,12.4,13,1.05,72,59,81.9,4,4,4,3,25.0,,,,,,2013
ENG-Premier League,2012,Swansea City,Michel Vorm,NED,GK,28,1983,26,26,2307,25.6,38,1.48,129,91,70.5,7,9,10,7,26.9,,,,,,2013
ENG-Premier League,2012,Tottenham,Brad Friedel,USA,GK,41,1971,11,11,990,11.0,17,1.55,45,28,62.2,5,2,4,0,0.0,,,,,,2013
ENG-Premier League,2012,Tottenham,Hugo Lloris,FRA,GK,25,1986,27,27,2430,27.0,29,1.07,82,53,64.6,16,7,4,9,33.3,,,,,,2013
ENG-Premier League,2012,West Brom,Ben Foster,ENG,GK,29,1983,30,30,2700,30.0,46,1.53,139,93,66.9,11,6,13,7,23.3,,,,,,2013
ENG-Premier League,2012,West Brom,Boaz Myhill,WAL,GK,29,1982,8,8,720,8.0,11,1.37,38,27,71.1,3,1,4,1,12.5,,,,,,2013
ENG-Premier League,2012,West Ham,Jussi Jääskeläinen,FIN,GK,37,1975,38,38,3420,38.0,53,1.39,215,162,75.3,12,10,16,11,28.9,,,,,,2013
ENG-Premier League,2012,Wigan Athletic,Ali Al-Habsi,OMA,GK,30,1981,29,29,2610,29.0,57,1.97,149,92,61.7,6,7,16,4,13.8,,,,,,2013
ENG-Premier League,2012,Wigan Athletic,Joel Robles,ESP,GK,22,1990,9,9,810,9.0,16,1.78,39,23,59.0,3,2,4,1,11.1,,,,,,2013
ENG-Premier League,2013,Arsenal,Wojciech Szczęsny,POL,GK,23,1990,37,37,3330,37.0,41,1.11,147,106,72.1,23,7,7,16,43.2,,,,,,2014
ENG-Premier League,2013,Arsenal,Łukasz Fabiański,POL,GK,28,1985,1,,90,1.0,0,0.00,,,,1,0,0,1,,,,,,,2014
ENG-Premier League,2013,Aston Villa,Brad Guzan,USA,GK,28,1984,38,38,3420,38.0,61,1.61,174,113,64.9,10,8,20,9,23.7,,,,,,2014
ENG-Premier League,2013,Cardiff City,David Marshall,SCO,GK,28,1985,37,37,3330,37.0,73,1.97,216,143,66.2,7,8,22,7,18.9,,,,,,2014
ENG-Premier League,2013,Cardiff City,Joe Lewis,ENG,GK,25,1987,1,1,90,1.0,1,1.00,4,3,75.0,0,1,0,0,0.0,,,,,,2014
ENG-Premier League,2013,Chelsea,Mark Schwarzer,AUS,GK,40,1972,4,4,360,4.0,3,0.75,18,15,83.3,2,1,1,2,50.0,,,,,,2014
ENG-Premier League,2013,Chelsea,Petr Čech,CZE,GK,31,1982,34,34,3060,34.0,24,0.71,103,79,76.7,23,6,5,16,47.1,,,,,,2014
ENG-Premier League,2013,Crystal Palace,Julián Speroni,ARG,GK,34,1979,37,37,3330,37.0,46,1.24,164,118,72.0,13,6,18,12,32.4,,,,,,2014
ENG-Premier League,2013,Crystal Palace,Wayne Hennessey,WAL,GK,26,1987,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,,,,,,2014
ENG-Premier League,2013,Everton,Joel Robles,ESP,GK,23,1990,2,1,157,1.7,2,1.15,7,5,71.4,1,1,0,0,0.0,,,,,,2014
ENG-Premier League,2013,Everton,Tim Howard,USA,GK,34,1979,37,37,3263,36.3,37,1.02,141,104,73.8,20,8,8,15,40.5,,,,,,2014
ENG-Premier League,2013,Fulham,David Stockdale,ENG,GK,27,1985,21,19,1740,19.3,42,2.17,116,74,63.8,7,3,11,3,15.8,,,,,,2014
ENG-Premier League,2013,Fulham,Maarten Stekelenburg,NED,GK,30,1982,19,19,1680,18.7,43,2.30,125,82,65.6,2,2,13,1,5.3,,,,,,2014
ENG-Premier League,2013,Hull City,Allan McGregor,SCO,GK,31,1982,26,26,2228,24.8,31,1.25,103,72,69.9,7,5,14,7,26.9,,,,,,2014
ENG-Premier League,2013,Hull City,Eldin Jakupović,SUI,GK,28,1984,1,1,90,1.0,3,3.00,7,4,57.1,0,0,1,0,0.0,,,,,,2014
ENG-Premier League,2013,Hull City,Steve Harper,ENG,GK,38,1975,13,11,1101,12.2,19,1.55,54,35,64.8,3,2,6,3,27.3,,,,,,2014
ENG-Premier League,2013,Liverpool,Simon Mignolet,BEL,GK,25,1988,38,38,3420,38.0,50,1.32,152,102,67.1,26,6,6,10,26.3,,,,,,2014
ENG-Premier League,2013,Manchester City,Costel Pantilimon,ROU,GK,26,1987,7,7,630,7.0,7,1.00,24,17,70.8,5,1,1,3,42.9,,,,,,2014
ENG-Premier League,2013,Manchester City,Joe Hart,ENG,GK,26,1987,31,31,2790,31.0,30,0.97,102,72,70.6,22,4,5,13,41.9,,,,,,2014
ENG-Premier League,2013,Manchester Utd,Anders Lindegaard,DEN,GK,29,1984,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,,,,,,2014
ENG-Premier League,2013,Manchester Utd,David de Gea,ESP,GK,22,1990,37,37,3330,37.0,43,1.16,139,96,69.1,18,7,12,12,32.4,,,,,,2014
ENG-Premier League,2013,Newcastle Utd,Rob Elliot,IRL,GK,27,1986,2,2,180,2.0,8,4.00,18,10,55.6,0,0,2,0,0.0,,,,,,2014
ENG-Premier League,2013,Newcastle Utd,Tim Krul,NED,GK,25,1988,36,36,3240,36.0,51,1.42,152,101,66.4,15,4,17,10,27.8,,,,,,2014
ENG-Premier League,2013,Norwich City,John Ruddy,ENG,GK,26,1986,38,38,3420,38.0,62,1.63,189,127,67.2,8,9,21,12,31.6,,,,,,2014
ENG-Premier League,2013,Southampton,Artur Boruc,POL,GK,33,1980,29,29,2577,28.6,26,0.91,92,66,71.7,14,9,6,14,48.3,,,,,,2014
ENG-Premier League,2013,Southampton,Kelvin Davis,ENG,GK,36,1976,2,2,180,2.0,5,2.50,11,6,54.5,0,0,2,0,0.0,,,,,,2014
ENG-Premier League,2013,Southampton,Paulo Gazzaniga,ARG,GK,21,1992,8,7,663,7.4,15,2.04,29,14,48.3,1,2,4,1,14.3,,,,,,2014
ENG-Premier League,2013,Stoke City,Asmir Begović,BIH,GK,26,1987,32,32,2880,32.0,36,1.13,136,100,73.5,12,10,10,9,28.1,,,,,,2014
ENG-Premier League,2013,Stoke City,Jack Butland,ENG,GK,20,1993,3,2,225,2.5,7,2.80,18,11,61.1,1,1,1,0,0.0,,,,,,2014
