league,season,team,player,nation,pos,age,born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,nextSeason
ITA-Serie A,2017,Atalanta,Marten de Roon,NED,MF,26,1991,28.6,59,2.07,51,0,1,3,2,2,7,0.25,4,0,1,0,0,2,2018
ITA-Serie A,2017,Atalanta,Mattia Caldara,ITA,DF,23,1994,24.0,6,0.25,2,0,1,1,2,0,3,0.12,0,0,1,1,1,0,2018
ITA-Serie A,2017,Atalanta,Musa Barrow,GAM,FW,18,1998,4.9,24,4.85,16,0,1,7,0,0,3,0.61,2,0,0,1,0,0,2018
ITA-Serie A,2017,Atalanta,Nicolas Haas,SUI,MF,21,1996,1.9,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Atalanta,Papu Gómez,ARG,"MF,FW",29,1988,30.6,199,6.51,118,37,23,13,7,1,20,0.65,12,3,2,1,2,0,2018
ITA-Serie A,2017,Atalanta,Pierluigi Gollini,ITA,GK,22,1995,6.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Atalanta,Rafael Tolói,ITA,DF,26,1990,27.2,28,1.03,26,0,0,2,0,0,5,0.18,5,0,0,0,0,0,2018
ITA-Serie A,2017,Atalanta,Remo Freuler,SUI,MF,25,1992,33.4,115,3.44,92,10,4,7,2,0,7,0.21,6,1,0,0,0,0,2018
ITA-Serie A,2017,Atalanta,Riccardo Orsolini,ITA,"MF,FW",20,1997,1.4,6,4.32,4,1,0,0,1,0,1,0.72,0,0,0,0,1,0,2018
ITA-Serie A,2017,Atalanta,Robin Gosens,GER,DF,23,1994,16.1,38,2.36,30,2,1,0,1,4,2,0.12,1,1,0,0,0,0,2018
ITA-Serie A,2017,Atalanta,Timothy Castagne,BEL,DF,21,1995,16.7,33,1.98,22,2,2,2,4,1,4,0.24,3,0,0,0,1,0,2018
ITA-Serie A,2017,Benevento,Achraf Lazaar,MAR,"MF,DF",25,1992,5.3,7,1.32,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Alberto Brignoli,ITA,GK,25,1991,12.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Alin Toșca,ROU,DF,25,1992,13.0,10,0.77,8,1,0,0,1,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Amato Ciciretti,ITA,"MF,FW",23,1993,9.0,42,4.68,23,4,6,5,3,1,3,0.33,0,0,0,2,1,0,2018
ITA-Serie A,2017,Benevento,Andrea Costa,ITA,DF,31,1986,15.3,9,0.59,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Andrew Gravillon,GLP,DF,19,1998,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Bacary Sagna,FRA,DF,34,1983,10.6,20,1.88,14,3,0,1,1,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Berat Djimsiti,ALB,DF,24,1993,30.0,22,0.73,17,1,1,2,1,0,2,0.07,2,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Bright Gyamfi,GHA,DF,21,1996,3.6,3,0.83,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Cheick Diabaté,MLI,FW,29,1988,7.4,6,0.81,4,0,0,1,1,0,1,0.14,1,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Christian Puggioni,ITA,GK,36,1981,13.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Christian Rutjens,,,,,0.0,,,,,,,,,,,,,,,,,2018
ITA-Serie A,2017,Benevento,Cristiano Lombardi,ITA,"MF,DF",21,1995,12.4,27,2.19,18,1,3,1,2,2,3,0.24,2,0,1,0,0,0,2018
ITA-Serie A,2017,Benevento,Danilo Cataldi,ITA,MF,22,1994,25.4,79,3.12,60,8,2,3,2,4,7,0.28,5,1,0,0,0,1,2018
ITA-Serie A,2017,Benevento,Enrico Brignola,ITA,"MF,FW",18,1999,15.0,49,3.27,31,2,7,6,2,1,3,0.20,2,0,1,0,0,0,2018
ITA-Serie A,2017,Benevento,Fabio Ceravolo,ITA,FW,30,1987,0.6,1,1.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Fabio Lucioni,ITA,DF,29,1987,8.0,9,1.13,7,0,1,1,0,0,1,0.12,0,0,0,1,0,0,2018
ITA-Serie A,2017,Benevento,Filip Đuričić,SRB,"MF,FW",25,1992,10.8,31,2.87,20,2,4,1,4,0,3,0.28,3,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Gaetano Letizia,ITA,DF,27,1990,23.8,52,2.18,33,6,6,2,3,2,3,0.13,2,0,0,1,0,0,2018
ITA-Serie A,2017,Benevento,George Pușcaș,ROU,"FW,MF",21,1996,7.8,20,2.56,15,0,1,2,2,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Gianluca Di Chiara,ITA,DF,23,1993,11.2,25,2.23,17,7,0,0,1,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Giovanni Volpicelli,ITA,MF,17,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Guilherme,BRA,"MF,FW",26,1991,10.5,37,3.53,28,3,2,3,1,0,6,0.57,4,0,0,2,0,0,2018
ITA-Serie A,2017,Benevento,Jean-Claude Billong,CMR,DF,23,1993,3.3,1,0.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Karamoko Cissé,GUI,"FW,MF",28,1988,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Ledian Memushaj,ALB,MF,30,1986,14.0,40,2.86,34,3,0,3,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Lorenzo Del Pinto,ITA,MF,27,1990,8.4,19,2.25,17,0,0,1,1,0,2,0.24,2,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Lorenzo Venuti,ITA,DF,22,1995,26.6,40,1.51,31,3,1,1,3,1,3,0.11,3,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Luca Antei,ITA,DF,25,1992,6.6,5,0.76,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Luca Sparandeo,ITA,DF,17,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Mamadou Kanouté,SEN,"FW,MF",23,1993,0.4,1,2.65,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Marco D'Alessandro,ITA,"MF,FW",26,1991,11.6,37,3.19,23,0,5,2,5,2,3,0.26,1,0,0,0,2,0,2018
ITA-Serie A,2017,Benevento,Massimo Coda,ITA,FW,28,1988,15.7,49,3.12,40,1,5,2,1,0,3,0.19,2,0,0,0,1,0,2018
ITA-Serie A,2017,Benevento,Nicolas Viola,ITA,MF,27,1989,20.6,92,4.48,47,25,7,4,7,2,11,0.54,4,4,2,0,0,1,2018
ITA-Serie A,2017,Benevento,Pietro Iemmello,ITA,FW,25,1992,9.8,12,1.23,9,0,0,3,0,0,3,0.31,2,0,0,1,0,0,2018
ITA-Serie A,2017,Benevento,Raman Chibsah,GHA,MF,24,1993,11.6,18,1.54,13,0,1,3,0,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Samuel Armenteros,SWE,FW,27,1990,4.8,4,0.84,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Sandro,BRA,MF,28,1989,12.8,19,1.48,17,0,1,1,0,0,1,0.08,1,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Siriki Sanogo,CIV,MF,15,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Vid Belec,SVN,GK,27,1990,12.4,3,0.24,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Benevento,Vittorio Parigini,ITA,"MF,FW",21,1996,9.5,36,3.77,26,0,7,1,2,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Adam Masina,MAR,DF,23,1994,31.4,61,1.94,52,1,1,5,1,1,5,0.16,2,0,0,3,0,0,2018
ITA-Serie A,2017,Bologna,Andrea Poli,ITA,MF,27,1989,28.3,47,1.66,35,0,3,0,6,3,5,0.18,5,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Angelo da Costa Júnior,BRA,GK,33,1983,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Antonio Mirante,ITA,GK,34,1983,33.0,5,0.15,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Antonio Santurro,DOM,GK,25,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Blerim Džemaili,SUI,"MF,FW",31,1986,13.3,25,1.89,19,0,1,2,2,1,2,0.15,1,0,0,1,0,0,2018
ITA-Serie A,2017,Bologna,Bruno Petković,CRO,"FW,MF",22,1994,3.7,11,3.01,6,0,2,0,3,0,1,0.27,1,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Cesar Falletti,URU,"MF,FW",24,1992,3.6,8,2.26,4,0,0,1,3,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Cheick Keita,MLI,DF,21,1996,1.4,3,2.13,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Domenico Maietta,ITA,DF,34,1982,5.2,2,0.38,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Emil Krafth,SWE,DF,22,1994,10.5,10,0.95,9,0,0,0,1,0,1,0.10,0,0,0,0,1,0,2018
ITA-Serie A,2017,Bologna,Erick Pulgar,CHI,MF,23,1994,30.8,53,1.72,35,10,1,2,4,1,1,0.03,1,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Federico Di Francesco,ITA,"FW,DF",23,1994,17.7,41,2.32,33,0,4,1,3,0,4,0.23,3,0,0,0,1,0,2018
ITA-Serie A,2017,Bologna,Felipe Avenatti,URU,FW,24,1993,5.2,7,1.34,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Filip Helander,SWE,DF,24,1993,27.8,10,0.36,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Giancarlo González,CRC,DF,29,1988,20.6,3,0.15,3,0,0,0,0,0,1,0.05,1,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Godfred Donsah,GHA,MF,21,1996,19.9,36,1.81,24,0,8,2,2,0,4,0.20,2,0,2,0,0,0,2018
ITA-Serie A,2017,Bologna,Ibrahima Mbaye,SEN,DF,22,1994,19.6,17,0.87,13,3,0,0,1,0,2,0.10,2,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Ladislav Krejčí,CZE,"MF,FW",25,1992,4.4,7,1.59,5,0,0,0,2,0,1,0.23,0,0,0,0,1,0,2018
ITA-Serie A,2017,Bologna,Lorenzo Crisetig,ITA,MF,24,1993,6.2,16,2.58,13,0,0,0,1,2,3,0.48,1,0,0,0,1,1,2018
ITA-Serie A,2017,Bologna,Mattia Destro,ITA,FW,26,1991,18.0,40,2.23,26,0,6,5,3,0,7,0.39,3,0,1,3,0,0,2018
ITA-Serie A,2017,Bologna,Orji Okwonkwo,NGA,"FW,MF",19,1998,2.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Riccardo Orsolini,ITA,"FW,DF",20,1997,3.8,6,1.58,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Rodrigo Palacio,ARG,"FW,MF",35,1982,22.9,65,2.83,48,0,4,5,7,1,6,0.26,4,0,1,1,0,0,2018
ITA-Serie A,2017,Bologna,Saphir Taïder,ALG,MF,25,1992,4.3,11,2.58,10,0,0,1,0,0,1,0.23,1,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Sebastien De Maio,FRA,DF,30,1987,22.8,13,0.57,12,1,0,0,0,0,1,0.04,1,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Simone Romagnoli,ITA,DF,27,1990,6.2,3,0.48,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Simone Verdi,ITA,"FW,MF",25,1992,31.4,121,3.85,67,21,13,8,9,3,15,0.48,8,4,0,0,3,0,2018
ITA-Serie A,2017,Bologna,Vasilis Torosidis,GRE,DF,32,1985,9.1,10,1.10,8,2,0,0,0,0,1,0.11,1,0,0,0,0,0,2018
ITA-Serie A,2017,Bologna,Ádám Nagy,HUN,MF,22,1995,7.9,12,1.52,8,0,0,0,2,2,1,0.13,1,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Alessandro Deiola,ITA,MF,21,1995,5.0,7,1.40,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Alessio Cragno,ITA,GK,23,1994,28.2,4,0.14,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Andrea Cossu,ITA,"MF,FW",37,1980,2.7,8,2.96,4,2,1,0,1,0,1,0.37,0,1,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Artur Ioniță,MDA,MF,26,1990,29.7,44,1.48,42,0,2,0,0,0,4,0.13,3,0,1,0,0,0,2018
ITA-Serie A,2017,Cagliari,Charalambos Lykogiannis,GRE,DF,23,1993,7.6,5,0.66,2,3,0,0,0,0,2,0.26,1,1,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Damir Ceter,COL,FW,19,1997,2.2,4,1.82,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Daniele Dessena,ITA,"MF,DF",30,1987,6.4,8,1.26,5,0,0,1,1,1,1,0.16,1,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Diego Farias,BRA,"FW,MF",27,1990,17.9,51,2.85,34,4,6,6,1,0,7,0.39,6,1,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Duje Čop,CRO,"FW,MF",27,1990,1.1,2,1.89,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Fabio Pisacane,ITA,DF,31,1986,21.4,10,0.47,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Fabrizio Caligara,ITA,MF,17,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Filippo Romagna,ITA,DF,20,1997,21.0,11,0.52,9,0,1,1,0,0,1,0.05,1,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Gregory van der Wiel,NED,DF,29,1988,3.2,5,1.56,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Han Kwang-song,PRK,FW,18,1998,3.1,5,1.62,3,0,1,1,0,0,1,0.32,0,0,0,1,0,0,2018
ITA-Serie A,2017,Cagliari,João Pedro,ITA,"MF,FW",25,1992,18.4,41,2.23,25,4,4,2,5,1,3,0.16,2,0,1,0,0,0,2018
ITA-Serie A,2017,Cagliari,Leandro Castán,BRA,DF,30,1986,12.7,8,0.63,6,1,0,0,1,0,1,0.08,1,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Leonardo Pavoletti,ITA,FW,28,1988,30.2,49,1.62,38,0,1,6,3,1,4,0.13,2,0,0,1,1,0,2018
ITA-Serie A,2017,Cagliari,Luca Ceppitelli,ITA,DF,27,1989,24.7,17,0.69,16,1,0,0,0,0,2,0.08,2,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Luca Cigarini,ITA,MF,31,1986,22.5,76,3.38,34,32,1,6,3,0,6,0.27,0,3,0,2,1,0,2018
ITA-Serie A,2017,Cagliari,Luca Crosta,ITA,GK,19,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Marco Andreolli,ITA,DF,31,1986,20.3,6,0.30,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Marco Capuano,ITA,DF,25,1991,7.7,8,1.04,5,1,1,0,0,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Marco Sau,ITA,"FW,MF",29,1987,14.6,35,2.40,26,0,0,6,3,0,3,0.21,2,0,0,1,0,0,2018
ITA-Serie A,2017,Cagliari,Niccolò Giannetti,ITA,"FW,DF",26,1991,3.3,7,2.15,2,0,0,2,3,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Nicolò Barella,ITA,MF,20,1997,32.8,88,2.68,65,12,5,2,3,1,4,0.12,4,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Paolo Faragò,ITA,DF,24,1993,27.3,69,2.53,49,3,2,7,7,1,9,0.33,8,0,0,0,1,0,2018
ITA-Serie A,2017,Cagliari,Rafael,BRA,GK,35,1982,8.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Senna Miangue,BEL,"DF,FW",20,1997,8.9,20,2.24,15,4,1,0,0,0,1,0.11,1,0,0,0,0,0,2018
ITA-Serie A,2017,Cagliari,Simone Padoin,ITA,"DF,MF",33,1984,34.5,69,2.00,53,8,1,2,4,1,4,0.12,4,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Alessandro Gamberini,ITA,DF,35,1981,20.2,7,0.35,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Boštjan Cesar,SVN,DF,35,1982,6.1,2,0.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Dario Dainelli,ITA,DF,38,1979,16.7,7,0.42,5,0,1,0,0,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Emanuele Giaccherini,ITA,"MF,FW",32,1985,10.0,26,2.59,20,3,2,0,1,0,6,0.60,4,0,1,0,1,0,2018
ITA-Serie A,2017,Chievo,Fabio Depaoli,ITA,"DF,MF",20,1997,13.2,13,0.98,12,1,0,0,0,0,1,0.08,1,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Fabrizio Cacciatore,ITA,DF,30,1986,31.9,78,2.45,61,8,2,2,3,2,8,0.25,7,1,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Gianluca Gaudino,GER,MF,20,1996,0.2,1,5.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Ivan Radovanović,SRB,MF,28,1988,34.9,54,1.55,48,2,0,3,0,1,8,0.23,7,0,0,1,0,0,2018
ITA-Serie A,2017,Chievo,Luca Garritano,ITA,"MF,FW",23,1994,2.1,8,3.79,3,2,2,0,1,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Lucas Castro,ARG,MF,28,1989,22.1,72,3.26,57,1,3,4,3,4,6,0.27,6,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Manuel Pucciarelli,ITA,"FW,MF",26,1991,15.3,38,2.48,33,0,1,2,2,0,1,0.07,1,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Mariusz Stępiński,POL,FW,22,1995,7.9,9,1.14,6,0,1,0,2,0,1,0.13,0,0,1,0,0,0,2018
ITA-Serie A,2017,Chievo,Massimo Gobbi,ITA,DF,36,1980,22.8,41,1.80,37,2,0,0,2,0,6,0.26,5,1,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Mattia Bani,ITA,DF,23,1993,14.6,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Mehdi Léris,ALG,"MF,FW",19,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Nenad Tomović,SRB,DF,29,1987,25.6,8,0.31,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Nicola Rigoni,ITA,MF,26,1990,10.4,18,1.74,14,0,0,2,1,1,1,0.10,1,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Paweł Jaroszyński,POL,DF,22,1994,9.0,12,1.33,10,0,1,0,0,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Përparim Hetemaj,FIN,MF,30,1986,26.8,59,2.20,47,0,4,2,5,1,5,0.19,2,0,0,1,2,0,2018
ITA-Serie A,2017,Chievo,Riccardo Meggiorini,ITA,FW,31,1985,8.7,13,1.49,8,0,2,1,2,0,1,0.11,0,0,0,1,0,0,2018
ITA-Serie A,2017,Chievo,Roberto Inglese,ITA,FW,25,1991,30.9,64,2.07,47,0,9,3,4,1,4,0.13,3,0,1,0,0,0,2018
ITA-Serie A,2017,Chievo,Samuel Bastien,COD,MF,20,1996,15.1,23,1.53,18,0,1,2,2,0,1,0.07,1,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Sergio Pellissier,ITA,FW,38,1979,6.2,19,3.07,14,0,0,2,3,0,2,0.32,1,0,0,1,0,0,2018
ITA-Serie A,2017,Chievo,Stefano Sorrentino,ITA,GK,38,1979,38.0,3,0.08,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Chievo,Valter Birsa,SVN,"MF,FW",30,1986,27.8,124,4.45,84,31,5,1,1,2,14,0.50,9,5,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Adrian Stoian,ROU,"MF,FW",26,1991,23.7,57,2.40,43,4,4,0,6,0,6,0.25,6,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Ahmad Benali,LBY,MF,25,1992,9.0,23,2.55,14,5,0,3,1,0,3,0.33,2,0,0,1,0,0,2018
ITA-Serie A,2017,Crotone,Aleksandar Tonev,BUL,"FW,MF",27,1990,4.5,8,1.80,4,1,2,0,0,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Alex Cordaz,ITA,GK,34,1983,38.0,10,0.26,5,5,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Andrea Barberis,ITA,MF,23,1993,33.7,68,2.03,41,18,1,3,2,3,5,0.15,2,1,0,1,1,0,2018
ITA-Serie A,2017,Crotone,Andrea Nalini,ITA,"FW,MF",27,1990,18.2,43,2.36,30,0,5,3,2,3,6,0.33,5,0,0,0,1,0,2018
ITA-Serie A,2017,Crotone,Ante Budimir,CRO,FW,26,1991,17.6,41,2.32,28,2,1,1,8,1,2,0.11,0,0,0,1,1,0,2018
ITA-Serie A,2017,Crotone,Aristóteles Romero,VEN,"MF,FW",21,1995,1.0,3,3.14,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Arlind Ajeti,ALB,DF,23,1993,14.1,14,0.99,9,0,0,1,1,3,2,0.14,1,0,0,1,0,0,2018
ITA-Serie A,2017,Crotone,Bruno Martella,ITA,DF,24,1992,29.1,50,1.72,37,7,4,1,0,1,6,0.21,5,0,1,0,0,0,2018
ITA-Serie A,2017,Crotone,Daniel Pavlović,BIH,DF,29,1988,8.4,16,1.90,6,10,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Davide Faraoni,ITA,"DF,MF",25,1991,19.5,32,1.64,20,8,1,1,2,0,6,0.31,5,1,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Federico Ceccherini,ITA,DF,25,1992,35.9,22,0.61,15,1,1,1,2,2,1,0.03,1,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Federico Ricci,ITA,FW,23,1994,10.2,25,2.44,15,6,2,0,2,0,2,0.20,1,1,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Giovanni Crociata,ITA,"MF,FW",19,1997,3.2,10,3.11,8,0,2,0,0,0,1,0.31,1,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Leandro Cabrera,URU,DF,26,1991,4.1,2,0.49,2,0,0,0,0,0,1,0.25,1,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Marcello Trotta,ITA,FW,24,1992,25.1,70,2.79,42,0,6,10,9,3,9,0.36,4,0,0,3,1,1,2018
ITA-Serie A,2017,Crotone,Marco Capuano,ITA,DF,25,1991,15.6,5,0.32,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Marco Tumminello,ITA,FW,18,1998,2.3,5,2.22,4,0,0,1,0,0,1,0.44,1,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Marcus Rohdén,SWE,MF,26,1991,18.1,26,1.43,19,0,1,3,2,1,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Mariano Julio Izco,ARG,MF,34,1983,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Mario Sampirisi,ITA,DF,24,1992,24.4,19,0.78,18,1,0,0,0,0,1,0.04,1,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Moussa Diaby,FRA,MF,18,1999,0.8,1,1.30,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Niccolò Zanellato,ITA,MF,19,1998,0.8,1,1.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Noë Dussenne,BEL,FW,25,1992,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Oliver Kragl,GER,MF,27,1990,1.1,6,5.51,1,2,0,0,3,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Rolando Mandragora,ITA,MF,20,1997,36.0,56,1.56,44,6,1,1,3,1,8,0.22,8,0,0,0,0,0,2018
ITA-Serie A,2017,Crotone,Simeon Nwankwo,NGA,FW,25,1992,13.5,38,2.81,31,0,2,2,2,1,4,0.30,3,0,0,1,0,0,2018
ITA-Serie A,2017,Crotone,Stefan Simić,CZE,DF,22,1995,6.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Bartłomiej Drągowski,POL,GK,19,1997,2.4,1,0.41,1,0,0,0,0,0,1,0.41,1,0,0,0,0,0,2018
ITA-Serie A,2017,Fiorentina,Bruno Gaspar,ANG,DF,24,1993,8.7,25,2.88,20,2,2,0,1,0,2,0.23,2,0,0,0,0,0,2018
