playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,nextSeason
Jérôme Roussillon,/jerome-roussillon/profil/spieler/127076,25,LB,Guadeloupe,3000000,5000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,out,2018,-2000000,30.0,1.72,left,GER-Bundesliga,Wolfsburg,FRA,DF,25.0,1993.0,27.3,42.0,29.0,25.0,15.0,2.0,20.0,30.0,66.7,10.0,50.0,7.0,43.0,31.0,73.0,54.0,0.0,2019
Casimir Ninga,/casimir-ninga/profil/spieler/392810,25,CF,Chad,600000,2000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-1400000,30.0,1.86,right,FRA-Ligue 1,Caen,CHA,"FW,MF",25.0,1993.0,27.4,53.0,30.0,23.0,21.0,9.0,20.0,49.0,40.8,29.0,22.0,1.0,21.0,22.0,75.0,12.0,0.0,2019
Anthony Limbombe,/anthony-limbombe/profil/spieler/140803,24,LW,Belgium,800000,8250000,Club Brugge KV,/fc-brugge/startseite/verein/2282,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,-7450000,28.0,1.77,right,FRA-Ligue 1,Nantes,BEL,FW,24.0,1994.0,13.7,12.0,10.0,4.0,6.0,2.0,7.0,16.0,43.8,9.0,5.0,0.0,5.0,8.0,20.0,10.0,0.0,2019
Lucas Evangelista,/lucas-evangelista/profil/spieler/270188,23,CM,Brazil,3500000,3000000,Udinese Calcio,/udinese-calcio/startseite/verein/410,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,500000,28.0,1.81,left,FRA-Ligue 1,Nantes,BRA,"FW,MF",23.0,1995.0,8.0,30.0,17.0,11.0,12.0,7.0,14.0,25.0,56.0,11.0,10.0,0.0,10.0,9.0,39.0,6.0,0.0,2019
Fábio,/fabio/profil/spieler/61891,28,RB,Brazil,1200000,2000000,Middlesbrough FC,/fc-middlesbrough/startseite/verein/641,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,-800000,32.0,1.72,right,FRA-Ligue 1,Nantes,BRA,"DF,FW",28.0,1990.0,14.2,53.0,34.0,25.0,27.0,1.0,26.0,53.0,49.1,27.0,18.0,4.0,14.0,18.0,71.0,27.0,0.0,2019
Rene Krhin,/rene-krhin/profil/spieler/73092,28,DM,Slovenia,0,300000,Granada CF,/fc-granada/startseite/verein/16795,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,-300000,33.0,1.89,right,FRA-Ligue 1,Nantes,SVN,MF,28.0,1990.0,11.7,22.0,14.0,7.0,12.0,3.0,11.0,19.0,57.9,8.0,7.0,4.0,3.0,21.0,43.0,32.0,0.0,2019
Emiliano Sala,/emiliano-sala/profil/spieler/190780,28,CF,Argentina,0,6000000,FC Nantes,/fc-nantes/startseite/verein/995,Cardiff City,/cardiff-city/startseite/verein/603,out,2018,-6000000,,1.87,right,FRA-Ligue 1,Nantes,ARG,FW,27.0,1990.0,15.2,7.0,5.0,0.0,2.0,5.0,1.0,8.0,12.5,7.0,8.0,1.0,7.0,2.0,9.0,20.0,0.0,2019
Yacine Bammou,/yacine-bammou/profil/spieler/276255,26,CF,Morocco,450000,2700000,FC Nantes,/fc-nantes/startseite/verein/995,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-2250000,31.0,1.89,right,FRA-Ligue 1,Caen,MAR,"FW,MF",26.0,1991.0,10.3,14.0,7.0,7.0,4.0,3.0,3.0,8.0,37.5,5.0,14.0,3.0,11.0,9.0,23.0,17.0,0.0,2019
Danilo Barbosa,/danilo-barbosa/profil/spieler/273438,22,DM,Brazil,2500000,10000000,SC Braga,/sc-braga/startseite/verein/1075,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-7500000,27.0,1.83,right,FRA-Ligue 1,Nice,BRA,MF,22.0,1996.0,17.2,29.0,20.0,13.0,13.0,3.0,6.0,17.0,35.3,11.0,17.0,2.0,15.0,15.0,44.0,25.0,1.0,2019
Myziane Maolida,/myziane-maolida/profil/spieler/371142,19,LW,France,1500000,10000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-8500000,24.0,1.82,right,FRA-Ligue 1,Nice,FRA,FW,19.0,1999.0,10.6,12.0,8.0,5.0,5.0,2.0,2.0,4.0,50.0,2.0,5.0,0.0,5.0,1.0,13.0,5.0,0.0,2019
Christophe Hérelle,/christophe-herelle/profil/spieler/170544,25,CB,Martinique,2000000,5000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-3000000,30.0,1.88,right,FRA-Ligue 1,Nice,MTQ,DF,25.0,1992.0,32.6,72.0,52.0,51.0,19.0,2.0,40.0,50.0,80.0,10.0,39.0,16.0,23.0,61.0,133.0,158.0,2.0,2019
Youcef Atal,/youcef-atal/profil/spieler/416108,22,RB,Algeria,7000000,3000000,KV Kortrijk,/kv-kortrijk/startseite/verein/601,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,4000000,27.0,1.76,both,FRA-Ligue 1,Nice,ALG,"DF,FW",22.0,1996.0,25.1,68.0,44.0,34.0,25.0,9.0,34.0,67.0,50.7,33.0,38.0,8.0,30.0,56.0,124.0,42.0,0.0,2019
Maxime Le Marchand,/maxime-le-marchand/profil/spieler/60558,28,CB,France,1000000,4000000,OGC Nice,/ogc-nizza/startseite/verein/417,Fulham FC,/fc-fulham/startseite/verein/931,out,2018,-3000000,33.0,1.85,left,ENG-Premier League,Fulham,FRA,DF,28.0,1989.0,25.0,56.0,36.0,45.0,11.0,0.0,23.0,47.0,48.9,24.0,30.0,16.0,14.0,54.0,110.0,129.0,2.0,2019
Denis Bouanga,/denis-bouanga/profil/spieler/236045,23,LW,Gabon,6000000,3000000,FC Lorient,/fc-lorient/startseite/verein/1158,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2018,3000000,28.0,1.8,right,FRA-Ligue 1,Nîmes,GAB,"MF,FW",23.0,1994.0,29.3,52.0,32.0,21.0,22.0,9.0,13.0,61.0,21.3,48.0,24.0,3.0,21.0,20.0,72.0,16.0,0.0,2019
Kylian Mbappé,/kylian-mbappe/profil/spieler/342229,19,CF,France,180000000,180000000,AS Monaco,/as-monaco/startseite/verein/162,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,0,24.0,1.78,right,FRA-Ligue 1,Paris S-G,FRA,FW,19.0,1998.0,26.0,8.0,4.0,2.0,1.0,5.0,1.0,6.0,16.7,5.0,2.0,0.0,2.0,5.0,13.0,2.0,0.0,2019
Leandro Paredes,/leandro-paredes/profil/spieler/166237,24,DM,Argentina,12000000,40000000,Zenit St. Petersburg,/zenit-st-petersburg/startseite/verein/964,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,-28000000,29.0,1.8,right,FRA-Ligue 1,Paris S-G,ARG,MF,24.0,1994.0,13.9,34.0,19.0,16.0,15.0,3.0,13.0,30.0,43.3,17.0,17.0,5.0,12.0,14.0,48.0,20.0,2.0,2019
Thilo Kehrer,/thilo-kehrer/profil/spieler/228948,21,CB,Germany,18000000,37000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,-19000000,26.0,1.86,right,FRA-Ligue 1,Paris S-G,GER,DF,21.0,1996.0,21.1,64.0,43.0,27.0,31.0,6.0,31.0,55.0,56.4,24.0,32.0,17.0,15.0,31.0,95.0,69.0,1.0,2019
Juan Bernat,/juan-bernat/profil/spieler/126719,25,LB,Spain,10000000,5000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,5000000,30.0,1.7,left,FRA-Ligue 1,Paris S-G,ESP,"DF,MF",25.0,1993.0,20.4,47.0,32.0,22.0,19.0,6.0,22.0,46.0,47.8,24.0,19.0,5.0,14.0,20.0,67.0,41.0,1.0,2019
Gonçalo Guedes,/goncalo-guedes/profil/spieler/225122,21,SS,Portugal,23000000,40000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-17000000,26.0,1.79,right,ESP-La Liga,Valencia,POR,"MF,FW",21.0,1996.0,16.3,31.0,13.0,16.0,12.0,3.0,14.0,43.0,32.6,29.0,15.0,0.0,15.0,7.0,38.0,1.0,0.0,2019
Javier Pastore,/javier-pastore/profil/spieler/55215,29,AM,Argentina,500000,24700000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,AS Roma,/as-rom/startseite/verein/12,out,2018,-24200000,34.0,1.87,right,ITA-Serie A,Roma,ARG,"MF,FW",29.0,1989.0,6.6,10.0,4.0,4.0,3.0,3.0,4.0,16.0,25.0,12.0,7.0,0.0,7.0,3.0,13.0,5.0,0.0,2019
Yuri Berchiche,/yuri-berchiche/profil/spieler/61812,28,LB,Spain,2000000,24000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Athletic Bilbao,/athletic-bilbao/startseite/verein/621,out,2018,-22000000,33.0,1.81,left,ESP-La Liga,Athletic Club,ESP,"DF,FW",28.0,1990.0,34.7,46.0,31.0,26.0,11.0,9.0,23.0,46.0,50.0,23.0,34.0,9.0,25.0,42.0,88.0,82.0,0.0,2019
Yacine Adli,/yacine-adli/profil/spieler/395236,18,AM,France,8000000,5500000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,out,2018,2500000,22.0,1.86,right,FRA-Ligue 1,Bordeaux,FRA,MF,18.0,2000.0,2.4,7.0,2.0,2.0,3.0,2.0,3.0,9.0,33.3,6.0,3.0,0.0,3.0,2.0,9.0,0.0,0.0,2019
Ghislain Konan,/ghislain-konan/profil/spieler/422850,22,LB,Cote d'Ivoire,8000000,4000000,Vitória Guimarães SC,/vitoria-guimaraes-sc/startseite/verein/2420,Stade Reims,/stade-reims/startseite/verein/1421,in,2018,4000000,27.0,1.76,left,FRA-Ligue 1,Reims,CIV,DF,22.0,1995.0,20.0,45.0,28.0,31.0,10.0,4.0,24.0,40.0,60.0,16.0,18.0,4.0,14.0,40.0,85.0,55.0,1.0,2019
Thomas Foket,/thomas-foket/profil/spieler/215114,23,RB,Belgium,5000000,3500000,KAA Gent,/kaa-gent/startseite/verein/157,Stade Reims,/stade-reims/startseite/verein/1421,in,2018,1500000,28.0,1.77,right,FRA-Ligue 1,Reims,BEL,DF,23.0,1994.0,32.0,91.0,52.0,55.0,23.0,13.0,42.0,69.0,60.9,27.0,30.0,4.0,26.0,49.0,140.0,80.0,1.0,2019
Tristan Dingomé,/tristan-dingome/profil/spieler/126683,27,CM,Cameroon,500000,1000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,Stade Reims,/stade-reims/startseite/verein/1421,in,2018,-500000,32.0,1.74,left,FRA-Ligue 1,Reims,CMR,MF,27.0,1991.0,14.9,27.0,15.0,11.0,10.0,6.0,7.0,24.0,29.2,17.0,16.0,3.0,13.0,11.0,38.0,5.0,0.0,2019
Clément Grenier,/clement-grenier/profil/spieler/72479,27,CM,France,800000,4000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-3200000,32.0,1.86,right,FRA-Ligue 1,Rennes,FRA,MF,27.0,1991.0,29.6,44.0,27.0,7.0,33.0,4.0,21.0,61.0,34.4,40.0,28.0,4.0,24.0,29.0,73.0,34.0,1.0,2019
Souleyman Doumbia,/souleyman-doumbia/profil/spieler/296356,22,LB,Cote d'Ivoire,2500000,3000000,Grasshopper Club Zurich,/grasshopper-club-zurich/startseite/verein/504,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-500000,26.0,1.83,left,FRA-Ligue 1,Rennes,CIV,DF,21.0,1996.0,6.7,11.0,7.0,9.0,2.0,0.0,6.0,10.0,60.0,4.0,6.0,1.0,5.0,4.0,15.0,20.0,0.0,2019
Romain Del Castillo,/romain-del-castillo/profil/spieler/353399,22,RM,France,3000000,2000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,1000000,27.0,1.72,left,FRA-Ligue 1,Rennes,FRA,"MF,FW",22.0,1996.0,14.9,36.0,20.0,15.0,13.0,8.0,13.0,37.0,35.1,24.0,19.0,0.0,19.0,20.0,56.0,7.0,1.0,2019
Joris Gnagnon,/joris-gnagnon/profil/spieler/378954,21,CB,France,300000,13500000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2018,-13200000,26.0,1.82,right,ESP-La Liga,Sevilla,FRA,"DF,MF",21.0,1997.0,5.0,11.0,8.0,6.0,4.0,1.0,4.0,7.0,57.1,3.0,2.0,2.0,0.0,10.0,21.0,16.0,0.0,2019
Wahbi Khazri,/wahbi-khazri/profil/spieler/103565,27,CF,Tunisia,2500000,7000000,Sunderland AFC,/afc-sunderland/startseite/verein/289,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-4500000,32.0,1.76,right,FRA-Ligue 1,Saint-Étienne,TUN,"FW,MF",27.0,1991.0,31.3,41.0,26.0,8.0,14.0,19.0,17.0,49.0,34.7,32.0,27.0,2.0,25.0,11.0,52.0,5.0,0.0,2019
Rémy Cabella,/remy-cabella/profil/spieler/113707,28,AM,France,5000000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-1000000,33.0,1.72,right,FRA-Ligue 1,Saint-Étienne,FRA,"MF,FW",28.0,1990.0,33.3,88.0,51.0,31.0,38.0,19.0,30.0,87.0,34.5,57.0,39.0,1.0,38.0,19.0,107.0,5.0,3.0,2019
Ronaël Pierre-Gabriel,/ronael-pierre-gabriel/profil/spieler/410185,20,RB,France,3500000,6000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-2500000,25.0,1.77,right,FRA-Ligue 1,Monaco,FRA,DF,20.0,1998.0,3.9,13.0,8.0,10.0,2.0,1.0,9.0,10.0,90.0,1.0,3.0,1.0,2.0,3.0,16.0,18.0,0.0,2019
Vincent Pajot,/vincent-pajot/profil/spieler/126699,27,DM,France,400000,1000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Angers SCO,/sco-angers/startseite/verein/1420,out,2018,-600000,32.0,1.8,right,FRA-Ligue 1,Angers,FRA,MF,27.0,1990.0,7.9,18.0,14.0,6.0,8.0,4.0,4.0,14.0,28.6,10.0,9.0,0.0,9.0,8.0,26.0,6.0,0.0,2019
Matz Sels,/matz-sels/profil/spieler/127202,26,GK,Belgium,7000000,4000000,Newcastle United,/newcastle-united/startseite/verein/762,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,3000000,31.0,1.88,right,FRA-Ligue 1,Strasbourg,BEL,GK,26.0,1992.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,1.0,2019
Lebo Mothiba,/lebo-mothiba/profil/spieler/427161,22,CF,South Africa,1200000,4000000,LOSC Lille,/losc-lille/startseite/verein/1082,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,-2800000,27.0,1.82,right,FRA-Ligue 1,Lille,RSA,FW,22.0,1996.0,2.8,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2019
Lebo Mothiba,/lebo-mothiba/profil/spieler/427161,22,CF,South Africa,1200000,4000000,LOSC Lille,/losc-lille/startseite/verein/1082,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,-2800000,27.0,1.82,right,FRA-Ligue 1,Strasbourg,RSA,FW,22.0,1996.0,19.7,10.0,9.0,2.0,7.0,1.0,0.0,8.0,0.0,8.0,5.0,1.0,4.0,0.0,10.0,6.0,0.0,2019
Ludovic Ajorque,/ludovic-ajorque/profil/spieler/283994,24,CF,France,9000000,2000000,Clermont Foot 63,/clermont-foot-63/startseite/verein/3524,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,7000000,29.0,1.96,left,FRA-Ligue 1,Strasbourg,FRA,FW,24.0,1994.0,17.0,17.0,13.0,1.0,10.0,6.0,4.0,9.0,44.4,5.0,5.0,0.0,5.0,5.0,22.0,9.0,0.0,2019
Ibrahima Sissoko,/ibrahima-sissoko/profil/spieler/372712,20,DM,France,6000000,2000000,Stade Brestois 29,/stade-brest-29/startseite/verein/3911,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,4000000,25.0,1.93,right,FRA-Ligue 1,Strasbourg,FRA,MF,20.0,1997.0,29.6,60.0,41.0,23.0,34.0,3.0,23.0,55.0,41.8,32.0,37.0,3.0,34.0,34.0,94.0,39.0,1.0,2019
Lionel Carole,/lionel-carole/profil/spieler/11530,27,LB,France,1100000,750000,Galatasaray,/galatasaray-istanbul/startseite/verein/141,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,350000,32.0,1.82,left,FRA-Ligue 1,Strasbourg,FRA,"DF,FW",27.0,1991.0,19.2,25.0,12.0,16.0,7.0,2.0,11.0,16.0,68.8,5.0,19.0,5.0,14.0,32.0,57.0,51.0,0.0,2019
Jean-Eudes Aholou,/jean-eudes-aholou/profil/spieler/178313,24,DM,Cote d'Ivoire,2500000,14000000,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-11500000,29.0,1.86,left,FRA-Ligue 1,Monaco,CIV,MF,24.0,1994.0,11.9,20.0,11.0,6.0,11.0,3.0,8.0,16.0,50.0,8.0,7.0,0.0,7.0,17.0,37.0,12.0,0.0,2019
Baptiste Reynet,/baptiste-reynet/profil/spieler/190786,27,GK,France,600000,4000000,Dijon FCO,/dijon-fco/startseite/verein/2969,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-3400000,32.0,1.85,right,FRA-Ligue 1,Toulouse,FRA,GK,27.0,1990.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,14.0,2.0,2019
Gen Shoji,/gen-shoji/profil/spieler/164277,26,CB,Japan,700000,3000000,Kashima Antlers,/kashima-antlers/startseite/verein/2241,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-2300000,30.0,1.82,right,FRA-Ligue 1,Toulouse,JPN,DF,25.0,1992.0,18.0,24.0,13.0,16.0,8.0,0.0,11.0,24.0,45.8,13.0,22.0,14.0,8.0,21.0,45.0,56.0,0.0,2019
Mathieu Dossevi,/mathieu-dossevi/profil/spieler/77828,30,RW,Togo,100000,2500000,FC Metz,/fc-metz/startseite/verein/347,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-2400000,35.0,1.74,right,FRA-Ligue 1,Toulouse,TOG,"FW,MF",30.0,1988.0,27.4,42.0,28.0,20.0,11.0,11.0,13.0,40.0,32.5,27.0,29.0,1.0,28.0,33.0,75.0,13.0,0.0,2019
Max Gradel,/max-gradel/profil/spieler/28140,30,LW,Cote d'Ivoire,1600000,2000000,AFC Bournemouth,/afc-bournemouth/startseite/verein/989,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-400000,35.0,1.75,right,FRA-Ligue 1,Toulouse,CIV,"FW,MF",30.0,1987.0,36.0,58.0,35.0,34.0,19.0,5.0,24.0,70.0,34.3,46.0,53.0,9.0,44.0,18.0,76.0,41.0,0.0,2019
Aaron Leya Iseka,/aaron-leya-iseka/profil/spieler/289587,20,CF,Belgium,600000,1250000,RSC Anderlecht,/rsc-anderlecht/startseite/verein/58,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-650000,25.0,1.82,right,FRA-Ligue 1,Toulouse,BEL,FW,20.0,1997.0,16.0,6.0,4.0,1.0,4.0,1.0,1.0,4.0,25.0,3.0,5.0,3.0,2.0,1.0,7.0,10.0,0.0,2019
John Bostock,/john-bostock/profil/spieler/58097,26,CM,Trinidad and Tobago,0,700000,Bursaspor,/bursaspor/startseite/verein/20,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-700000,31.0,1.88,left,FRA-Ligue 1,Toulouse,TRI,MF,26.0,1992.0,10.9,24.0,14.0,14.0,10.0,0.0,9.0,30.0,30.0,21.0,12.0,2.0,10.0,17.0,41.0,11.0,0.0,2019
Issa Diop,/issa-diop/profil/spieler/272622,21,CB,France,18000000,25000000,FC Toulouse,/fc-toulouse/startseite/verein/415,West Ham United,/west-ham-united/startseite/verein/379,out,2018,-7000000,26.0,1.94,right,ENG-Premier League,West Ham,FRA,DF,21.0,1997.0,33.0,68.0,38.0,47.0,21.0,0.0,37.0,57.0,64.9,20.0,58.0,36.0,22.0,64.0,132.0,161.0,4.0,2019
Alban Lafont,/alban-lafont/profil/spieler/357117,19,GK,France,16000000,8000000,FC Toulouse,/fc-toulouse/startseite/verein/415,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2018,8000000,24.0,1.96,right,ITA-Serie A,Fiorentina,FRA,GK,19.0,1999.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,16.0,4.0,2019
Jean-Clair Todibo,/jean-clair-todibo/profil/spieler/605184,19,CB,France,30000000,1000000,FC Toulouse,/fc-toulouse/startseite/verein/415,FC Barcelona,/fc-barcelona/startseite/verein/131,out,2018,29000000,23.0,1.9,right,ESP-La Liga,Barcelona,FRA,DF,18.0,1999.0,1.7,7.0,2.0,4.0,3.0,0.0,5.0,6.0,83.3,1.0,1.0,0.0,1.0,3.0,10.0,8.0,0.0,2019
Jean-Clair Todibo,/jean-clair-todibo/profil/spieler/605184,19,CB,France,30000000,1000000,FC Toulouse,/fc-toulouse/startseite/verein/415,FC Barcelona,/fc-barcelona/startseite/verein/131,out,2018,29000000,23.0,1.9,right,FRA-Ligue 1,Toulouse,FRA,DF,18.0,1999.0,9.3,21.0,18.0,19.0,2.0,0.0,11.0,13.0,84.6,2.0,14.0,5.0,9.0,14.0,35.0,62.0,2.0,2019
Gaël Kakuta,/gael-kakuta/profil/spieler/74297,28,AM,DR Congo,1800000,3000000,Rayo Vallecano,/rayo-vallecano/startseite/verein/367,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,-1200000,32.0,1.73,left,FRA-Ligue 1,Amiens,COD,"MF,FW",28.0,1991.0,22.2,46.0,27.0,13.0,27.0,6.0,17.0,48.0,35.4,31.0,15.0,1.0,14.0,16.0,62.0,8.0,2.0,2020
Eddy Gnahoré,/eddy-gnahore/profil/spieler/168933,25,CM,France,500000,2500000,SSD Palermo,/palermo-fc/startseite/verein/458,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,-2000000,29.0,1.88,right,FRA-Ligue 1,Amiens,FRA,MF,25.0,1993.0,12.6,24.0,12.0,7.0,15.0,2.0,8.0,28.0,28.6,20.0,25.0,4.0,21.0,9.0,33.0,25.0,0.0,2020
Emil Krafth,/emil-krafth/profil/spieler/184528,24,RB,Sweden,3000000,2000000,Bologna FC 1909,/fc-bologna/startseite/verein/1025,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,1000000,28.0,1.84,right,ENG-Premier League,Newcastle Utd,SWE,DF,24.0,1994.0,11.3,18.0,12.0,15.0,2.0,1.0,9.0,20.0,45.0,11.0,11.0,8.0,3.0,8.0,26.0,45.0,0.0,2020
Emil Krafth,/emil-krafth/profil/spieler/184528,25,RB,Sweden,3000000,5400000,Amiens SC,/amiens-sc/startseite/verein/1416,Newcastle United,/newcastle-united/startseite/verein/762,out,2019,-2400000,28.0,1.84,right,ENG-Premier League,Newcastle Utd,SWE,DF,24.0,1994.0,11.3,18.0,12.0,15.0,2.0,1.0,9.0,20.0,45.0,11.0,11.0,8.0,3.0,8.0,26.0,45.0,0.0,2020
Jack Lahne,/jack-lahne/profil/spieler/493674,17,CF,Sweden,300000,2000000,IF Brommapojkarna,/if-brommapojkarna/startseite/verein/1092,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,-1700000,21.0,1.74,right,FRA-Ligue 1,Amiens,SWE,FW,17.0,2001.0,0.1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020
Aurélien Chedjou,/aurelien-chedjou/profil/spieler/45624,34,CB,Cameroon,0,200000,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,-200000,38.0,1.84,right,FRA-Ligue 1,Amiens,CMR,DF,34.0,1985.0,21.9,27.0,19.0,18.0,9.0,0.0,10.0,22.0,45.5,12.0,15.0,11.0,4.0,40.0,67.0,120.0,3.0,2020
Casimir Ninga,/casimir-ninga/profil/spieler/392810,26,CF,Chad,600000,3000000,SM Caen,/sm-caen/startseite/verein/1162,Angers SCO,/sco-angers/startseite/verein/1420,in,2019,-2400000,30.0,1.86,right,FRA-Ligue 1,Angers,CHA,"MF,FW",26.0,1993.0,7.6,5.0,5.0,4.0,0.0,1.0,1.0,5.0,20.0,4.0,5.0,0.0,5.0,3.0,8.0,2.0,0.0,2020
Mathias Pereira Lage,/mathias-pereira-lage/profil/spieler/424072,22,RM,France,2000000,1500000,Clermont Foot 63,/clermont-foot-63/startseite/verein/3524,Angers SCO,/sco-angers/startseite/verein/1420,in,2019,500000,26.0,1.8,right,FRA-Ligue 1,Angers,POR,MF,22.0,1996.0,17.1,30.0,18.0,16.0,13.0,1.0,12.0,37.0,32.4,25.0,19.0,0.0,19.0,17.0,47.0,9.0,0.0,2020
Laurent Koscielny,/laurent-koscielny/profil/spieler/76277,33,CB,France,0,5000000,Arsenal FC,/fc-arsenal/startseite/verein/11,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,in,2019,-5000000,37.0,1.86,right,FRA-Ligue 1,Bordeaux,FRA,DF,33.0,1985.0,24.3,28.0,13.0,24.0,4.0,0.0,10.0,20.0,50.0,10.0,23.0,19.0,4.0,26.0,54.0,104.0,0.0,2020
Jules Koundé,/jules-kounde/profil/spieler/411975,20,CB,France,60000000,35000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2019,25000000,24.0,1.8,right,ESP-La Liga,Sevilla,FRA,DF,20.0,1998.0,25.7,23.0,12.0,14.0,5.0,4.0,10.0,18.0,55.6,8.0,16.0,12.0,4.0,23.0,46.0,91.0,2.0,2020
Lukas Lerager,/lukas-lerager/profil/spieler/167105,25,CM,Denmark,3000000,6000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Genoa CFC,/genua-cfc/startseite/verein/252,out,2019,-3000000,29.0,1.88,right,ITA-Serie A,Genoa,DEN,MF,26.0,1993.0,15.4,29.0,19.0,13.0,12.0,4.0,10.0,34.0,29.4,24.0,20.0,5.0,15.0,8.0,37.0,15.0,1.0,2020
