league,season,team,players_used,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,url,nextSeason
ITA-Serie A,2018,Torino,25,38.0,17064,14979,2010,621,25,187,751,803,182,59,37,3,12851,75,385,/en/squads/105360fe/2018-2019/Torino-Stats,2019
ITA-Serie A,2018,Udinese,31,38.0,15218,13255,1897,511,25,153,585,725,164,55,66,1,11520,66,319,/en/squads/04eea015/2018-2019/Udinese-Stats,2019
ITA-Serie A,2019,Atalanta,30,38.0,21860,19949,1861,577,40,163,767,715,248,83,132,0,17945,50,354,/en/squads/922493f3/2019-2020/Atalanta-Stats,2020
ITA-Serie A,2019,Bologna,31,38.0,18465,16401,1979,618,28,134,733,736,228,155,21,2,14608,85,329,/en/squads/1d8099f8/2019-2020/Bologna-Stats,2020
ITA-Serie A,2019,Brescia,32,38.0,14648,12511,2069,644,22,160,641,784,160,44,76,1,10833,68,327,/en/squads/4ef57aeb/2019-2020/Brescia-Stats,2020
ITA-Serie A,2019,Cagliari,33,38.0,16868,14891,1921,562,24,167,762,749,154,63,67,1,13131,56,289,/en/squads/c4260e09/2019-2020/Cagliari-Stats,2020
ITA-Serie A,2019,Fiorentina,33,38.0,17172,15265,1857,576,41,173,726,705,209,70,112,0,13589,50,313,/en/squads/421387cf/2019-2020/Fiorentina-Stats,2020
ITA-Serie A,2019,Genoa,34,38.0,18157,16145,1955,555,13,142,723,782,166,51,71,0,14305,57,329,/en/squads/658bf2de/2019-2020/Genoa-Stats,2020
ITA-Serie A,2019,Hellas Verona,30,38.0,17641,15621,1929,555,29,94,750,734,207,83,112,0,13348,91,310,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats,2020
ITA-Serie A,2019,Inter,29,38.0,20842,18974,1772,469,20,243,790,704,235,92,65,1,17232,96,348,/en/squads/d609edc0/2019-2020/Internazionale-Stats,2020
ITA-Serie A,2019,Juventus,30,38.0,23408,21548,1787,509,54,209,698,713,235,74,105,1,20149,73,299,/en/squads/e0652b02/2019-2020/Juventus-Stats,2020
ITA-Serie A,2019,Lazio,27,38.0,19415,17695,1649,449,63,186,741,610,218,72,102,0,15875,71,327,/en/squads/7213da33/2019-2020/Lazio-Stats,2020
ITA-Serie A,2019,Lecce,30,38.0,17104,15195,1842,563,16,208,711,600,182,15,27,1,13640,67,336,/en/squads/ffcbe334/2019-2020/Lecce-Stats,2020
ITA-Serie A,2019,Milan,32,38.0,20701,18774,1864,548,41,178,713,746,208,85,78,0,17070,63,300,/en/squads/dc56fe14/2019-2020/Milan-Stats,2020
ITA-Serie A,2019,Napoli,25,38.0,24596,22677,1865,604,36,187,813,712,222,81,93,2,21173,54,340,/en/squads/d48ad4ff/2019-2020/Napoli-Stats,2020
ITA-Serie A,2019,Parma,25,38.0,15756,13796,1900,524,19,204,597,735,166,79,57,2,12193,60,275,/en/squads/eab4234c/2019-2020/Parma-Stats,2020
ITA-Serie A,2019,Roma,31,38.0,19325,17490,1790,522,57,213,781,664,267,58,162,1,15972,45,289,/en/squads/cf74a709/2019-2020/Roma-Stats,2020
ITA-Serie A,2019,SPAL,34,38.0,16878,14912,1913,596,12,130,693,691,158,63,65,1,13281,53,321,/en/squads/1d2fe027/2019-2020/SPAL-Stats,2020
ITA-Serie A,2019,Sampdoria,31,38.0,15949,13988,1898,556,28,120,814,735,195,96,67,0,11918,63,306,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats,2020
ITA-Serie A,2019,Sassuolo,31,38.0,21873,19942,1867,621,46,117,562,677,207,118,68,1,18601,64,296,/en/squads/e2befd26/2019-2020/Sassuolo-Stats,2020
ITA-Serie A,2019,Torino,27,38.0,16330,14310,1957,611,14,182,756,706,180,54,34,1,12572,63,318,/en/squads/105360fe/2019-2020/Torino-Stats,2020
ITA-Serie A,2019,Udinese,25,38.0,16971,15127,1779,470,19,151,730,664,200,73,55,0,13373,65,311,/en/squads/04eea015/2019-2020/Udinese-Stats,2020
ITA-Serie A,2020,Atalanta,30,38.0,22063,20351,1656,508,28,181,657,689,201,104,82,0,18066,56,395,/en/squads/922493f3/2020-2021/Atalanta-Stats,2021
ITA-Serie A,2020,Benevento,29,38.0,15318,13338,1919,685,12,95,645,658,169,52,96,0,11573,61,296,/en/squads/4fcb34fd/2020-2021/Benevento-Stats,2021
ITA-Serie A,2020,Bologna,37,38.0,18539,16629,1837,533,31,105,669,697,201,134,38,0,14683,73,346,/en/squads/1d8099f8/2020-2021/Bologna-Stats,2021
ITA-Serie A,2020,Cagliari,32,38.0,16868,14915,1896,563,8,96,721,755,170,51,92,0,13040,57,345,/en/squads/c4260e09/2020-2021/Cagliari-Stats,2021
ITA-Serie A,2020,Crotone,31,38.0,17229,15358,1814,600,9,99,544,619,138,72,22,0,13532,57,329,/en/squads/3074d7b1/2020-2021/Crotone-Stats,2021
ITA-Serie A,2020,Fiorentina,30,38.0,17136,15159,1916,617,10,203,740,742,168,34,113,1,13430,61,332,/en/squads/421387cf/2020-2021/Fiorentina-Stats,2021
ITA-Serie A,2020,Genoa,34,38.0,17948,16092,1777,519,15,146,579,703,129,43,62,0,13954,79,331,/en/squads/658bf2de/2020-2021/Genoa-Stats,2021
ITA-Serie A,2020,Hellas Verona,32,38.0,17419,15491,1823,551,10,102,732,711,185,64,107,0,12926,105,343,/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats,2021
ITA-Serie A,2020,Inter,25,38.0,21624,19951,1608,450,29,152,702,651,206,64,85,0,18384,65,355,/en/squads/d609edc0/2020-2021/Internazionale-Stats,2021
ITA-Serie A,2020,Juventus,30,38.0,23031,21302,1636,496,25,158,754,576,221,53,121,0,19839,93,326,/en/squads/e0652b02/2020-2021/Juventus-Stats,2021
ITA-Serie A,2020,Lazio,30,38.0,20795,19069,1639,468,25,151,744,653,189,97,63,1,16972,87,346,/en/squads/7213da33/2020-2021/Lazio-Stats,2021
ITA-Serie A,2020,Milan,29,38.0,19459,17686,1681,491,20,140,688,646,213,98,78,0,15889,92,309,/en/squads/dc56fe14/2020-2021/Milan-Stats,2021
ITA-Serie A,2020,Napoli,25,38.0,22210,20306,1832,611,27,198,665,699,219,85,66,0,18892,72,345,/en/squads/d48ad4ff/2020-2021/Napoli-Stats,2021
ITA-Serie A,2020,Parma,42,38.0,18427,16577,1772,542,15,188,643,654,154,52,68,1,14837,78,327,/en/squads/eab4234c/2020-2021/Parma-Stats,2021
ITA-Serie A,2020,Roma,31,38.0,19977,18303,1615,527,57,133,679,562,213,91,98,1,16561,59,323,/en/squads/cf74a709/2020-2021/Roma-Stats,2021
ITA-Serie A,2020,Sampdoria,27,38.0,17643,15658,1923,609,7,187,787,758,199,65,96,0,13423,62,338,/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats,2021
ITA-Serie A,2020,Sassuolo,28,38.0,23660,21905,1698,549,22,110,588,574,208,81,82,0,20368,57,320,/en/squads/e2befd26/2020-2021/Sassuolo-Stats,2021
ITA-Serie A,2020,Spezia,35,38.0,19566,17599,1885,677,16,201,602,744,150,9,98,0,15563,82,338,/en/squads/68449f6d/2020-2021/Spezia-Stats,2021
ITA-Serie A,2020,Torino,29,38.0,17163,15195,1909,659,23,210,740,663,171,39,110,0,13369,59,314,/en/squads/105360fe/2020-2021/Torino-Stats,2021
ITA-Serie A,2020,Udinese,33,38.0,17414,15576,1756,574,21,101,703,651,163,50,83,0,13917,82,307,/en/squads/04eea015/2020-2021/Udinese-Stats,2021
ITA-Serie A,2021,Atalanta,32,38.0,21261,19317,1876,539,36,192,661,782,229,114,84,1,17108,68,383,/en/squads/922493f3/2021-2022/Atalanta-Stats,2022
ITA-Serie A,2021,Bologna,36,38.0,18249,16283,1910,590,58,109,601,730,183,103,21,1,14442,56,317,/en/squads/1d8099f8/2021-2022/Bologna-Stats,2022
ITA-Serie A,2021,Cagliari,33,38.0,15761,13729,1962,574,16,119,675,791,143,48,71,2,11503,70,315,/en/squads/c4260e09/2021-2022/Cagliari-Stats,2022
ITA-Serie A,2021,Empoli,28,38.0,16700,14627,1990,528,36,76,704,827,189,63,87,0,12796,83,347,/en/squads/a3d88bd8/2021-2022/Empoli-Stats,2022
ITA-Serie A,2021,Fiorentina,28,38.0,20910,19005,1848,664,37,246,776,693,195,23,129,0,17418,57,331,/en/squads/421387cf/2021-2022/Fiorentina-Stats,2022
ITA-Serie A,2021,Genoa,40,38.0,15587,13605,1910,559,29,74,661,777,155,57,76,1,11185,72,365,/en/squads/658bf2de/2021-2022/Genoa-Stats,2022
ITA-Serie A,2021,Hellas Verona,31,38.0,17398,15513,1788,467,36,101,593,777,166,75,43,0,13047,97,347,/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats,2022
ITA-Serie A,2021,Inter,27,38.0,21832,20151,1624,448,54,207,809,630,252,73,141,2,18367,57,339,/en/squads/d609edc0/2021-2022/Internazionale-Stats,2022
ITA-Serie A,2021,Juventus,32,38.0,19835,18065,1696,533,41,193,550,662,169,72,66,2,16459,74,297,/en/squads/e0652b02/2021-2022/Juventus-Stats,2022
ITA-Serie A,2021,Lazio,27,38.0,23041,21310,1687,520,54,137,574,663,176,74,71,0,19632,44,296,/en/squads/7213da33/2021-2022/Lazio-Stats,2022
ITA-Serie A,2021,Milan,28,38.0,19320,17512,1728,564,45,122,672,653,195,61,86,0,15719,80,297,/en/squads/dc56fe14/2021-2022/Milan-Stats,2022
ITA-Serie A,2021,Napoli,27,38.0,22921,21114,1740,536,45,199,553,693,197,85,51,0,19572,67,337,/en/squads/d48ad4ff/2021-2022/Napoli-Stats,2022
ITA-Serie A,2021,Roma,29,38.0,18828,16921,1847,548,45,136,735,748,238,130,95,0,15221,60,292,/en/squads/cf74a709/2021-2022/Roma-Stats,2022
ITA-Serie A,2021,Salernitana,42,38.0,14461,12521,1899,576,12,90,698,695,185,56,111,1,10680,41,320,/en/squads/c5577084/2021-2022/Salernitana-Stats,2022
ITA-Serie A,2021,Sampdoria,34,38.0,17022,15064,1876,582,35,151,645,726,143,33,73,0,12901,82,339,/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats,2022
ITA-Serie A,2021,Sassuolo,29,38.0,20327,18421,1863,629,59,179,541,612,198,96,62,1,17027,43,315,/en/squads/e2befd26/2021-2022/Sassuolo-Stats,2022
ITA-Serie A,2021,Spezia,30,38.0,15503,13609,1817,509,32,92,534,731,152,76,58,2,11650,77,318,/en/squads/68449f6d/2021-2022/Spezia-Stats,2022
ITA-Serie A,2021,Torino,31,38.0,18082,16280,1718,519,28,118,663,699,168,80,55,0,13943,84,331,/en/squads/105360fe/2021-2022/Torino-Stats,2022
ITA-Serie A,2021,Udinese,29,38.0,15251,13384,1789,523,37,80,519,688,187,64,75,1,11650,78,297,/en/squads/04eea015/2021-2022/Udinese-Stats,2022
ITA-Serie A,2021,Venezia,39,38.0,15320,13487,1772,493,27,113,585,714,123,57,54,0,11575,61,335,/en/squads/af5d5982/2021-2022/Venezia-Stats,2022
ITA-Serie A,2022,Atalanta,27,38.0,19507,17537,1912,432,35,154,652,893,194,97,67,0,15462,58,359,/en/squads/922493f3/Atalanta-Stats,2023
ITA-Serie A,2022,Bologna,27,38.0,20552,18623,1852,484,58,179,558,830,145,90,41,0,16763,77,368,/en/squads/1d8099f8/Bologna-Stats,2023
ITA-Serie A,2022,Cremonese,33,38.0,15041,13147,1826,482,26,99,659,768,146,51,76,0,10872,68,300,/en/squads/9aad3a77/Cremonese-Stats,2023
ITA-Serie A,2022,Empoli,32,38.0,16862,14830,1978,538,24,105,611,828,163,70,61,0,13199,54,375,/en/squads/a3d88bd8/Empoli-Stats,2023
ITA-Serie A,2022,Fiorentina,30,38.0,19236,17189,1991,600,30,203,880,831,234,88,99,0,15373,56,336,/en/squads/421387cf/Fiorentina-Stats,2023
ITA-Serie A,2022,Hellas Verona,36,38.0,13807,12006,1727,437,23,81,652,721,170,81,63,1,9481,74,334,/en/squads/0e72edf2/Hellas-Verona-Stats,2023
ITA-Serie A,2022,Inter,25,38.0,21281,19504,1709,443,50,185,885,682,214,66,121,0,17693,68,275,/en/squads/d609edc0/Internazionale-Stats,2023
ITA-Serie A,2022,Juventus,29,38.0,18690,16884,1744,449,38,195,731,706,207,64,125,1,15226,62,318,/en/squads/e0652b02/Juventus-Stats,2023
ITA-Serie A,2022,Lazio,24,38.0,21629,19809,1766,540,55,135,483,680,169,71,76,0,18135,54,330,/en/squads/7213da33/Lazio-Stats,2023
ITA-Serie A,2022,Lecce,29,38.0,14358,12384,1906,504,23,175,709,858,172,56,61,0,10083,68,315,/en/squads/ffcbe334/Lecce-Stats,2023
ITA-Serie A,2022,Milan,30,38.0,19734,17874,1799,472,52,126,671,813,187,51,108,0,15948,61,322,/en/squads/dc56fe14/Milan-Stats,2023
ITA-Serie A,2022,Monza,31,38.0,20724,18818,1837,570,33,168,596,711,154,22,111,0,17198,69,327,/en/squads/21680aa4/Monza-Stats,2023
ITA-Serie A,2022,Napoli,27,38.0,24473,22587,1826,515,36,200,681,785,228,84,74,1,21086,60,337,/en/squads/d48ad4ff/Napoli-Stats,2023
ITA-Serie A,2022,Roma,30,38.0,17814,15874,1884,528,59,176,595,833,188,84,93,0,14171,56,292,/en/squads/cf74a709/Roma-Stats,2023
ITA-Serie A,2022,Salernitana,30,38.0,16508,14589,1852,530,25,140,559,720,143,23,66,0,12667,67,324,/en/squads/c5577084/Salernitana-Stats,2023
ITA-Serie A,2022,Sampdoria,40,38.0,16575,14576,1944,598,34,107,599,760,130,36,77,0,12606,55,380,/en/squads/8ff9e3b3/Sampdoria-Stats,2023
ITA-Serie A,2022,Sassuolo,31,38.0,18306,16248,2015,566,34,195,625,798,177,81,50,0,14805,43,351,/en/squads/e2befd26/Sassuolo-Stats,2023
ITA-Serie A,2022,Spezia,34,38.0,16501,14437,2009,456,26,107,655,922,193,116,53,0,12399,55,381,/en/squads/68449f6d/Spezia-Stats,2023
ITA-Serie A,2022,Torino,28,38.0,19336,17523,1733,445,36,117,610,742,172,99,42,1,15376,80,336,/en/squads/105360fe/Torino-Stats,2023
ITA-Serie A,2022,Udinese,30,38.0,16790,14908,1831,536,37,213,564,707,186,76,52,0,13391,51,329,/en/squads/04eea015/Udinese-Stats,2023
